
deepactif_ng,6.066264045080752,151.6566011270188,1202.988125,30074.703125
deepactif_ng,6.479081373161753,161.97703432904382,979.79875,24494.96875
deepactif_ng,6.479081373161753,161.97703432904382,979.79875,24494.96875
autoDeepactifFull,8.319661703280289,207.99154258200724,1003.41625,25085.40625
autoDeepactifFull,4.288592683321912,107.21481708304782,1086.16125,27154.03125
autoDeepactifFull,4.33451252172119,108.36281304302975,1279.154375,31978.859375
autoDeepactifFull,5.00215039668139,125.05375991703477,928.320625,23208.015625
autoDeepactifFull,4.720281474920921,118.00703687302303,957.0725,23926.8125
autoDeepactifFull,4.5899270467209865,114.74817616802466,958.05,23951.25
autoDeepactifFull,8.767196498321718,219.17991245804296,943.5925,23589.8125
autoDeepactifFull,4.8577575282810725,121.4439382070268,932.229375,23305.734375
autoDeepactifFull,4.820171473361552,120.5042868340388,922.360625,23059.015625
autoDeepactifFull,4.578413043201436,114.46032608003588,1001.37875,25034.46875
autoDeepactifFull,5.008179725044174,125.20449312610435,995.305625,24882.640625
autoDeepactifFull,4.467084389005322,13.401253167015966,926.0729166666666,2778.21875
autoDeepactifFull,5.378865599964047,134.47163999910117,1008.970625,25224.265625
autoDeepactifFull,4.061513609838439,101.53784024596098,1201.296875,30032.421875
deepactif_ng,6.217575689961668,155.4393922490417,1069.38875,26734.71875
deepactif_ng,4.459850911600515,111.49627279001288,973.539375,24338.484375
deepactif_ng,4.711622745043132,117.79056862607831,902.61875,22565.46875
deepactif_ng,4.798608311642893,119.96520779107232,924.605,23115.125
deepactif_ng,7.469323553403374,186.73308883508435,958.854375,23971.359375
bayesDeepactif,5.134099828319158,128.35249570797896,949.285,23732.125
bayesDeepactif,6.779917864918243,169.49794662295608,837.955625,20948.890625
bayesDeepactif,4.6349899151572025,115.87474787893007,1153.54625,28838.65625
bayesDeepactif,5.076115003323648,126.9028750830912,1016.1,25402.5
bayesDeepactif,4.686189729915932,117.1547432478983,1050.8275,26270.6875
bayesDeepactif,6.836529386716429,170.91323466791073,978.058125,24451.453125
bayesDeepactif,7.206396798312198,180.15991995780496,978.67375,24466.84375
bayesDeepactif,6.332344681597315,158.30861703993287,916.0525,22901.3125
bayesDeepactif,5.806333068241365,145.15832670603413,887.085,22177.125
bayesDeepactif,4.720298770163208,118.0074692540802,1077.64875,26941.21875
bayesDeepactif,5.068417518271599,126.71043795678997,900.314375,22507.859375
bayesDeepactif,5.368372031680774,134.20930079201935,875.9075,21897.6875
bayesDeepactif,4.894690635001752,122.36726587504381,939.99375,23499.84375
